"No.","業種","屋号","営業所所在地","営業所電話番号","申請者氏名","代表者氏名","申請者住所","申請年月日","許可年月日","初許可年月日","有効期間開始日","有効期間満了日","備考","LocName","fX","fY","iConf","iLvl"
506,飲食店営業（一般食堂）,ジョイフル　熊本浜線バイパス店,熊本市東区画図町重富823-1,214-9200,㈱ジョイフル西九州,江田　慎一,大分県大分市三川新町一丁目1番45号,2019年11月19日,2019年11月25日,2000年9月20日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/画図町/重富/８２３番地","130.73248","32.75902","5","7"
507,飲食店営業（一般食堂）,ジョイフル　熊本渡鹿店,熊本市中央区渡鹿4丁目8-63,212-8810,㈱ジョイフル西九州,江田　慎一,大分県大分市三川新町一丁目1番45号,2019年10月30日,2019年11月6日,2000年9月20日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/渡鹿/四丁目/８番/６３号","130.73351","32.80711","5","8"
508,飲食店営業（一般食堂）,ヨシ野家３号線　高平店,熊本市北区高平3丁目14-39,341-0522,㈱西日本ヨシ野家,勝田　彰宏,東京都中央区日本橋箱崎町36番2号,2019年11月20日,2019年11月28日,2000年9月21日,2019年12月1日,2025年11月30日,申請者氏名、屋号：「ヨシ」は「土」に「口」,"熊本県/熊本市/北区/高平/三丁目/１４番/３９号","130.71840","32.83941","5","8"
509,飲食店営業（一般食堂）,黒田藩うどん　力合店,熊本市南区薄場町345,358-6651,昭和食品工業㈱,澄川　誠,福岡市東区箱崎4丁目9-38,2018年11月8日,2018年11月22日,2000年10月24日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/南区/薄場町","130.67606","32.76405","5","5"
510,飲食店営業（一般食堂）,梶尾温泉,熊本市北区梶尾町1294-2,245-0677,㈲梶尾温泉,嶋津　昭光,熊本市北区梶尾町1294-2,2018年11月20日,2018年11月22日,2000年9月22日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/北区/梶尾町/１２９４番地","130.72908","32.87397","5","7"
511,飲食店営業（一般食堂）,酒菜庵　やす,熊本市中央区水前寺1丁目2-26ニュー水前寺ビル1F,384-5777,木村　安伸,,,2019年1月30日,2019年2月5日,2001年1月22日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/水前寺/一丁目/２番/２６号","130.72778","32.79469","5","8"
512,飲食店営業（一般食堂）,南大門,熊本市中央区下通1丁目5-4佐野ビル1F-4号,327-2126,李　慶雨,,,2018年11月26日,2018年11月27日,2000年9月27日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/５番/４号","130.70792","32.80172","5","8"
513,飲食店営業（一般食堂）,麦うさぎ,熊本市中央区安政町6-4-2ルナファーストビル1F,326-8766,㈱ジョー・スマイル,角　明憲,熊本市中央区新市街1番22号キヨモトビル2F,2018年11月5日,2018年11月13日,2000年11月1日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/安政町/６番/４号","130.71043","32.80146","5","8"
514,飲食店営業（一般食堂）,気真暮停,熊本市中央区下通1丁目11-5境ビル2階,,江頭　律子,,,2018年11月26日,2018年11月28日,2000年10月6日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/１１番/５号","130.70734","32.80034","5","8"
515,飲食店営業（そうざい調理）,エース新南部店,熊本市東区新南部2丁目1-97,349-8181,㈱イワサキ,岩崎　一敏,熊本市中央区本山4丁目4-1,2019年11月7日,2019年11月13日,2000年10月10日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/新南部/二丁目/１番/９７号","130.74603","32.81543","5","8"
516,飲食店営業（弁当屋）,エース新南部店,熊本市東区新南部2丁目1-97,349-8181,㈱イワサキ,岩崎　一敏,熊本市中央区本山4丁目4-1,2019年11月7日,2019年11月13日,2000年10月10日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/新南部/二丁目/１番/９７号","130.74603","32.81543","5","8"
517,飲食店営業（一般食堂）,メフォス西日本００８９２号店,熊本市中央区花畑町3-8,352-3141,㈱メフォス西日本,岡田　泰紀,大阪市中央区博労町2丁目2-13,2018年11月19日,2018年11月20日,2000年10月10日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/花畑町/３番/８号","130.70599","32.80204","5","8"
518,飲食店営業（一般食堂）,浪漫,熊本市中央区水前寺5丁目26-27,384-9212,小田　朱美,,,2018年10月23日,2018年11月28日,2000年11月13日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/水前寺/五丁目/２６番/２７号","130.74261","32.79587","5","8"
519,飲食店営業（一般食堂）,熊本ホルモン,熊本市中央区新市街3-11ロゼ花畑館1F,351-0330,㈱山延,山本　晋司,福岡県福岡市中央区小笹1丁目19-23,2018年9月12日,2018年10月16日,2000年11月13日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/新市街/３番/１１号","130.70781","32.79971","5","8"
520,飲食店営業（一般食堂）,寿司じじや　南熊本店,熊本市中央区九品寺6丁目9-36,371-1890,㈱坂本,坂本　義久,熊本市中央区本山町211-3,2019年2月14日,2019年2月15日,2000年12月18日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/九品寺/六丁目/９番/３６号","130.71416","32.78683","5","8"
521,飲食店営業（一般食堂）,Ｓａｎｔ　Ａｍｏｒｅ(サンタ モーレ),熊本市中央区新市街4-4ウェディングビル4F,324-5001,㈱ウェディングボックス,松本　徳太郎,熊本市中央区新市街4-4,2019年11月12日,2019年11月19日,2000年8月25日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/新市街/４番/４号","130.70641","32.79951","5","8"
522,飲食店営業（一般食堂）,博多ラーメン　膳　けやき通り店,熊本市南区田迎4丁目9-38,370-1833,昭和食品工業㈱,澄川　誠,福岡市東区箱崎4丁目9-38,2018年11月8日,2018年11月12日,2000年8月28日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/南区/田迎/四丁目/９番/３８号","130.71581","32.77674","5","8"
523,飲食店営業（一般食堂）,海鮮居酒屋　かづま,熊本市東区東本町1-77,360-7083,野﨑　和孝,,,2018年10月24日,2018年10月25日,2000年9月4日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/東区/東本町/１番/７７号","130.76149","32.77866","5","8"
524,飲食店営業（一般食堂）,花梨亭,熊本市東区八反田2丁目14-31,389-3475,工藤　徳二郎,,,2018年11月12日,2018年11月19日,2000年10月17日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/東区/八反田/二丁目/１４番/３１号","130.76404","32.81967","5","8"
525,飲食店営業（弁当屋）,有限会社　ガトーアンリー,熊本市南区川尻2丁目3-1,357-4788,㈲ガトーアンリー,佐藤　栄起,熊本市南区川尻2丁目3-1,2018年11月6日,2018年11月22日,2000年11月20日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/南区/川尻/二丁目/３番/１号","130.68201","32.74452","5","8"
526,飲食店営業（一般食堂）,ラウンジ・サザンクロス熊本店,熊本市中央区新市街1-3ホクショウビル5F,352-0786,㈲エス・エル・エス熊本,原　吉宏,熊本市中央区中央街6-7,2018年10月15日,2018年10月16日,2000年10月17日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/新市街/１番/３号","130.70570","32.80015","5","8"
527,飲食店営業（一般食堂）,堺屋,熊本市中央区大江3丁目7-2えびすビル1F,371-7289,堺　政信,,,2019年5月10日,2019年5月10日,2001年5月18日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/大江/三丁目/７番/２号","130.72705","32.80169","5","8"
528,飲食店営業（一般食堂）,食事処　林檎亭,熊本市中央区水道町1-9長安寺ギャラリービル2F,327-0888,上野　弘治,,,2019年2月28日,2019年2月28日,2001年2月20日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/水道町/１番/９号","130.71263","32.80336","5","8"
529,飲食店営業（一般食堂）,スナック　じゃじゃ馬,熊本市中央区下通1丁目11-8甲斐ビル1F,324-8155,原田　攝子,,,2019年5月30日,2019年5月30日,2001年4月2日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/１１番/８号","130.70766","32.80027","5","8"
530,飲食店営業（レストラン）,ブンゾー,熊本市中央区安政町2-24シガキビル1F,356-8186,㈲ブンゾー,緒方　和彦,熊本市中央区京町1丁目2-42-301号,2019年5月14日,2019年5月27日,2001年4月4日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/安政町/２番/２４号","130.71062","32.80149","5","8"
531,飲食店営業（一般食堂）,ナチュラル,熊本市中央区新町2丁目2-6,322-9278,㈱熊本マタニティーサービス,大塚　博,熊本市中央区新町2丁目2-6,2020年6月11日,2020年6月11日,2001年4月5日,2020年9月1日,2027年5月31日,,"熊本県/熊本市/中央区/新町/二丁目/２番/６号","130.69893","32.79991","5","8"
532,飲食店営業（そうざい調理）,鮮ど市場　白藤店,熊本市南区白藤4丁目5-8,358-6802,㈱鮮ど市場,田中　敏弘,熊本市東区尾ノ上2丁目22-15,2019年4月26日,2019年5月8日,2001年5月24日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/白藤/四丁目/５番/８号","130.67484","32.75108","5","8"
533,飲食店営業（一般食堂）,合資会社　岡田珈琲,熊本市東区長嶺南2丁目1-1熊本赤十字病院内,381-7777,(資)岡田珈琲,岡田　佳子,熊本市中央区上通町1-20,2019年8月22日,2019年8月22日,2001年7月19日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/長嶺南/二丁目/１番/１号","130.76184","32.80603","5","8"
534,飲食店営業（弁当屋）,亀井ランチ本社工場,熊本市南区近見9丁目9-45,353-6500,㈱亀井ランチ,亀井　明徳,熊本市南区近見9丁目9-45,2020年5月8日,2020年5月8日,2001年2月26日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/南区/近見/九丁目/９番/４５号","130.69897","32.76178","5","8"
535,飲食店営業（一般食堂）,瑞恵本店,熊本市中央区安政町2-26川崎ビル1F,322-6973,㈱瑞恵,横山　佳之,熊本市東区尾ノ上1丁目18-20,2019年5月10日,2019年5月20日,2001年5月25日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/安政町/２番/２６号","130.71040","32.80155","5","8"
536,飲食店営業（弁当屋）,サンド屋,熊本市中央区渡鹿7丁目7-6,372-3527,㈲神戸屋,井上　昌治,熊本市中央区渡鹿7丁目11-6-1002,2019年5月29日,2019年5月29日,2001年2月28日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/渡鹿/七丁目/７番/６号","130.73653","32.80790","5","8"
537,飲食店営業（その他）,法事御席　偲ぶ庵,熊本市西区島崎5丁目927-6,356-1962,本藏院,藏本　崇史,熊本市中央区本荘6丁目15-50,2019年5月10日,2019年5月16日,2001年3月1日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/西区/島崎/五丁目/９２７番地","130.67177","32.81010","5","7"
538,飲食店営業（一般食堂）,やきとり一番,熊本市中央区下通1丁目6-5第3大新ビル1F,322-8418,㈲やきとり一番,木下　正士,熊本市中央区下通1丁目6-5,2019年5月14日,2019年5月15日,2001年4月12日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/５号","130.70920","32.80136","5","8"
539,飲食店営業（一般食堂）,魚国総本社・熊本291477,熊本市西区二本木3丁目12-37,353-1294,㈱魚国総本社,田所　伸浩,大阪市中央区道修町1丁目6-19,2019年5月14日,2019年5月20日,2001年5月29日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/西区/二本木/三丁目/１２番/３７号","130.69127","32.78272","5","8"
540,飲食店営業（一般食堂）,戯,熊本市中央区下通1丁目5-4松島ビル1F-1,319-0390,出田　祐二,,,2019年8月8日,2019年8月9日,2001年7月30日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/５番/４号","130.70792","32.80172","5","8"
541,飲食店営業（その他）,デイリーヤマザキ　熊本中原店,熊本市西区中原町622,329-6220,塚本　康弘,,,2019年5月17日,2019年5月20日,2001年3月5日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/西区/中原町/６２２番地","130.63647","32.76748","5","7"
542,飲食店営業（弁当屋）,唐あげ名人,熊本市西区池田2丁目1-53久保ビル1F,325-4725,茶谷　千佳夫,,,2019年5月29日,2019年5月29日,2001年4月17日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/西区/池田/二丁目/１番/５３号","130.70949","32.82745","5","8"
543,飲食店営業（一般食堂）,カラオケ館　熊本近見店,熊本市南区近見7丁目1-18,326-7788,シダックス・コミュニティー㈱,渡部　記春,東京都練馬区向山4丁目1-1,2019年5月13日,2019年5月16日,2001年3月6日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/近見/七丁目/１番/１８号","130.68983","32.76078","5","8"
544,飲食店営業（一般食堂）,三菱電機ビルテクノサービス㈱熊本寮,熊本市南区薄場1丁目12-6,358-4191,メルテック・ビジネス㈱,北野　重登,東京都荒川区荒川7丁目19-1,2019年5月16日,2019年5月29日,2001年4月20日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/薄場/一丁目/１２番/６号","130.67848","32.76819","5","8"
545,飲食店営業（一般食堂）,オーデンⅡ,熊本市中央区下通1丁目9-8銀座ビル2F,325-9550,㈱銀座ビル,村山　二郎,熊本市中央区下通1丁目9-8,2019年8月26日,2019年8月29日,2001年6月7日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/９番/８号","130.70782","32.80072","5","8"
546,飲食店営業（一般食堂）,オーデン,熊本市中央区下通1丁目9-8銀座ビル1F,325-9230,㈱銀座ビル,村山　二郎,熊本市中央区下通1丁目9-8,2019年8月26日,2019年8月29日,2001年6月7日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/９番/８号","130.70782","32.80072","5","8"
547,飲食店営業（一般食堂）,居酒屋　てっぱん,熊本市中央区新大江1丁目18-3,363-0201,堀田　恭生,,,2019年5月22日,2019年5月22日,2001年3月8日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/新大江/一丁目/１８番/３号","130.72823","32.79725","5","8"
548,飲食店営業（すし屋）,寿司じじや　長嶺店,熊本市東区長嶺南6丁目23-82,360-6039,㈱坂本,坂本　義久,熊本市中央区本山町211-3,2019年8月9日,2019年8月20日,2001年6月14日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/長嶺南/六丁目/２３番/８２号","130.77757","32.81127","5","8"
549,飲食店営業（一般食堂）,どんどん太郎　浄行寺店,熊本市中央区坪井4丁目19-20,345-0008,㈱サン・ミールサプライ,平井　浩一郎,熊本市西区春日7丁目26-70,2019年1月28日,2019年1月31日,2001年2月6日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/坪井/四丁目/１９番/２０号","130.71651","32.81643","5","8"
550,飲食店営業（一般食堂）,どんどん太郎近見店,熊本市南区近見8丁目2-10,354-3706,㈱サン・ミールサプライ,平井　浩一郎,熊本市西区春日7丁目26-70,2019年4月22日,2019年4月22日,2001年3月13日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/近見/八丁目/２番/１０号","130.69518","32.76227","5","8"
551,飲食店営業（一般食堂）,けやき通り酒場,熊本市南区田迎2丁目17-7,379-1122,㈱坂本,坂本　義久,熊本市中央区本山町211-3,2019年5月21日,2019年5月30日,2001年3月13日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/田迎/二丁目/１７番/７号","130.71085","32.77328","5","8"
552,飲食店営業（一般食堂）,すなっく　くみ,熊本市東区若葉1丁目10-2,367-8221,岩田　久美子,,,2019年8月29日,2019年8月29日,2001年7月2日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/若葉/一丁目/１０番/２号","130.76059","32.77777","5","8"
553,飲食店営業（一般食堂）,あっとほうむ,熊本市中央区花畑町11-9K1ビル4F,327-2205,出田　和子,,,2019年2月27日,2019年2月28日,2001年2月9日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/花畑町/１１番/９号","130.70746","32.80182","5","8"
554,飲食店営業（一般食堂）,かど川,熊本市中央区下通1丁目6-7アイアイビル1F-5,356-7383,中田　悦代,,,2019年5月30日,2019年5月30日,2001年3月22日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/７号","130.70941","32.80131","5","8"
555,飲食店営業（一般食堂）,どんどん太郎　月出店,熊本市東区月出6丁目5-2484-80,387-3456,㈱サン・ミールサプライ,平井　浩一郎,熊本市西区春日7丁目26-70,2019年4月22日,2019年4月22日,2001年3月23日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/東区/月出/六丁目/５番","130.77347","32.80678","5","7"
556,飲食店営業（仕出し屋）,料理仕出し 魚住,熊本市中央区南坪井町6-11,352-6054,㈲ケータリーユー,魚住　昌史,熊本市中央区南坪井町6-11,2019年5月27日,2019年5月27日,2001年3月23日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/南坪井町/６番/１１号","130.71260","32.80812","5","8"
557,飲食店営業（一般食堂）,旬味三昧　さかもと,熊本市東区保田窪3丁目4-3,384-8473,坂本　良一,,,2019年8月19日,2019年8月26日,2001年7月4日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/保田窪/三丁目/４番/３号","130.74959","32.80779","5","8"
558,飲食店営業（一般食堂）,寿司じじや　第二空港通り店,熊本市東区花立5丁目1-3,368-1717,㈱坂本,坂本　義久,熊本市中央区本山町211-3,2019年8月9日,2019年8月20日,2001年7月6日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/花立/五丁目/１番/３号","130.77022","32.78877","5","8"
559,飲食店営業（一般食堂）,若竹,熊本市中央区水前寺公園15-28,386-2938,加瀬　四郎,,,2019年5月21日,2019年5月24日,2001年5月10日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/水前寺公園/１５番/２８号","130.73740","32.78756","5","8"
560,飲食店営業（そうざい調理）,木田食品,熊本市東区健軍4丁目16-28,368-5715,木田　フサ子,,,2019年7月19日,2019年7月24日,2001年7月10日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/東区/健軍/四丁目/１６番/２８号","130.75261","32.78020","5","8"
561,飲食店営業（一般食堂）,㈲老舗くさは餅本舗,熊本市中央区南千反畑町13-16,343-7290,㈲老舗くさは餅本舗,桝田　和敏,熊本市中央区南千反畑町13-16,2019年7月31日,2019年8月8日,2001年5月16日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/南千反畑町/１３番/１６号","130.71652","32.80838","5","8"
562,飲食店営業（一般食堂）,キャビン３６,熊本市中央区花畑町11-9第二蘇州ビル1F,351-1058,宮崎　正生,,,2019年5月31日,2019年5月31日,2001年5月18日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/花畑町/１１番/９号","130.70746","32.80182","5","8"
563,飲食店営業（一般食堂）,ＪＯＩＮＴ,熊本市中央区下通1丁目4-3熊本ビル4F-1室,328-8139,緒方　勝,,,2019年8月30日,2019年8月30日,2001年8月28日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/４番/３号","130.70801","32.80208","5","8"
564,飲食店営業（一般食堂）,暮六,熊本市中央区下通1丁目12-11第ニタカラヤビル1F,323-6886,川越　恵子,,,2019年12月2日,2019年11月30日,2001年8月29日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/１２番/１１号","130.70923","32.79987","5","8"
565,飲食店営業（そうざい調理）,カラアゲハウス　風見鶏,熊本市東区花立3丁目15-25,360-0058,東　光弘,,,2019年11月27日,2019年11月27日,2001年11月19日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/花立/三丁目/１５番/２５号","130.77425","32.78159","5","8"
566,飲食店営業（そうざい調理）,エース上熊本店,熊本市西区上熊本2丁目16-10,212-6911,㈱イワサキ,岩崎　一敏,熊本市中央区本山4丁目4-1,2019年11月7日,2019年11月13日,2001年10月11日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/西区/上熊本/二丁目/１６番/１０号","130.69882","32.81429","5","8"
567,飲食店営業（一般食堂）,らーめんや竹とんぼ,熊本市東区若葉1丁目42-9,365-5289,出口　誠,,,2020年2月26日,2020年2月26日,2002年1月16日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/東区/若葉/一丁目/４２番/９号","130.76260","32.77674","5","8"
568,飲食店営業（一般食堂）,ＢＡＲ　Ｔｈａｎｋ,熊本市中央区下通1丁目2-4あいたいビル4F,323-1639,東谷口　一雄,,,2019年11月5日,2019年11月6日,2001年10月11日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/２番/４号","130.70840","32.80247","5","8"
569,飲食店営業（そうざい調理）,株式会社　龍菜,熊本市中央区手取本町6-1鶴屋百貨店B1,356-2111,㈱龍菜,今村　信,熊本市中央区新大江1丁目7-43,2019年11月22日,2019年11月25日,2001年10月12日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
570,飲食店営業（一般食堂）,ジョイフル熊本新土河原店,熊本市西区新土河原1丁目2-53,312-8010,㈱ジョイフル西九州,江田　慎一,大分県大分市三川新町一丁目1番45号,2020年2月18日,2020年2月21日,2001年11月22日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/西区/新土河原/一丁目/２番/５３号","130.67973","32.77558","5","8"
571,飲食店営業（その他）,デイリーヤマザキ熊本改寄店,熊本市北区改寄町1761-4,245-3018,吉本　勝利,,,2020年2月18日,2020年2月26日,2001年11月22日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/北区/改寄町/１７６１番地","130.71002","32.89674","5","7"
572,飲食店営業（そうざい調理）,シーズンデリ,熊本市中央区手取本町6-1鶴屋百貨店B2,356-3226,㈱加茂川元舗,山下　礼央,熊本市中央区上通町8-19,2019年11月28日,2019年11月29日,2001年9月10日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
573,飲食店営業（一般食堂）,ふれあい喫茶　りんどう,熊本市中央区水前寺6丁目18-1県庁本館内,383-1111,社会福祉法人熊本県手をつなぐ育成会,川村　隼秋,熊本市中央区南千反畑町3-7,2019年10月29日,2019年11月5日,2001年10月17日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/水前寺/六丁目/１８番","130.74200","32.78938","5","7"
574,飲食店営業（そうざい調理）,こめかぐら（厨房）,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3528,㈱ニシコーフードサービス,甲木　由紀子,福岡県八女市立野127-2,2019年11月15日,2019年11月19日,2001年10月17日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
575,飲食店営業（弁当屋）,お食事処　司,熊本市北区弓削1丁目17-30,339-2330,古田　司,,,2019年11月27日,2019年11月27日,2001年11月28日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/北区/弓削/一丁目/１７番/３０号","130.77536","32.85224","5","8"
576,飲食店営業（その他）,セブン・イレブン熊本競輪場通り店,熊本市中央区水前寺4丁目20-28,385-1715,成松　芳雄,,,2020年2月6日,2020年2月13日,2001年11月28日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/水前寺/四丁目/２０番/２８号","130.73885","32.79670","5","8"
577,飲食店営業（めん類）,こむらさき(上通中央店),熊本市中央区上通町8-16,325-8972,熊本ラーメン㈱,山中　禪,熊本市中央区南坪井町1-11,2019年8月22日,2019年8月26日,2001年7月31日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/上通町/８番/１６号","130.71146","32.80613","5","8"
578,飲食店営業（弁当屋）,まんえい堂,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3526,㈱萬永堂,野口　栄子,佐賀県神埼市神埼町西小津ヶ里519-3,2019年11月19日,2019年11月25日,2001年9月11日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
579,飲食店営業（一般食堂）,ＣＨＡＮ・バリ苑,熊本市東区尾ノ上1丁目13-14悠和不動産ビル102,382-8886,庄野　栄一,,,2019年11月6日,2019年11月13日,2001年9月12日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/尾ノ上/一丁目/１３番/１４号","130.75276","32.79069","5","8"
580,飲食店営業（一般食堂）,和食仲むら,熊本市中央区練兵町50,351-0535,㈲仲むら,中村　康宏,熊本市中央区練兵町56,2019年8月21日,2019年8月22日,2001年8月3日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/練兵町/５０番地","130.70325","32.79779","5","7"
581,飲食店営業（一般食堂）,居酒屋　玄海,熊本市東区山ノ内3丁目9-1,365-6792,白石　雅彦,,,2020年2月28日,2020年2月28日,2001年11月30日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/東区/山ノ内/三丁目/９番/１号","130.76463","32.79461","5","8"
582,飲食店営業（一般食堂）,ジョイフル熊本東野店,熊本市東区秋津2丁目1783-1,331-1808,㈱ジョイフル西九州,江田　慎一,大分県大分市三川新町一丁目1番45号,2019年11月19日,2019年11月27日,2001年9月14日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/秋津/二丁目","130.76860","32.77078","5","6"
583,飲食店営業（一般食堂）,ブロス　よしむら,熊本市中央区下通1丁目4-19辰己苑ビル1F,322-7900,吉村　悌二,,,2020年2月25日,2020年2月25日,2001年12月3日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/下通/一丁目/４番/１９号","130.70816","32.80170","5","8"
584,飲食店営業（そうざい調理）,森からし蓮根　鶴屋店,熊本市中央区手取本町6-1鶴屋百貨店B1,356-2111,森からし蓮根㈲,森　久裕,熊本市中央区新町2丁目12-32,2019年11月5日,2019年11月8日,2001年9月18日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
585,飲食店営業（弁当屋）,㈱横浜ポンパドウル,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3552,㈱横浜ポンパドウル,三藤　貴史,横浜市中区元町四丁目158番地の1,2019年11月21日,2019年11月25日,2001年9月19日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
586,飲食店営業（一般食堂）,味彩　かすが,熊本市西区春日4丁目8-6クリスタルパレス1F,323-3677,原尻　和幸,,,2019年11月5日,2019年11月11日,2001年10月26日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/西区/春日/四丁目/８番/６号","130.68768","32.79329","5","8"
587,飲食店営業（そうざい調理）,魚菜,熊本市中央区手取本町6-1鶴屋百貨店B1,356-2111,㈱龍菜,今村　信,熊本市中央区新大江1丁目7-43,2019年11月22日,2019年11月25日,2001年10月26日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
588,飲食店営業（そうざい調理）,かつくら,熊本市中央区手取本町6-1鶴屋百貨店B1,,㈱鶴屋フーズ,古山　一男,熊本市中央区手取本町6-1,2019年11月7日,2019年11月18日,2001年10月26日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
589,飲食店営業（一般食堂）,御食事処　なかむら,熊本市東区沼山津3丁目2-10,360-5997,中村　健次,,,2020年2月10日,2020年2月10日,2001年12月7日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/東区/沼山津/三丁目/２番/１０号","130.78082","32.77822","5","8"
590,飲食店営業（弁当屋）,㈱ドンク熊本鶴屋店,熊本市中央区手取本町6-1鶴屋百貨店B2,320-8440,㈱ドンク,中土　忠,神戸市中央区三宮町2丁目10-19,2019年11月25日,2019年11月29日,2001年9月20日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
